,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_T,pl_rprs2,scale,TSM,efficiency
2462,Kepler-558 b,Kepler-558,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,29.00788497,7.533e-05,-7.533e-05,0.0,0.1759,,,0.0,2.688,0.275,-0.316,0.0,0.24,0.025,-0.027999999999999997,0.0,,,,,,,,,,0.0,,,0.0,15.23,0.65,-0.62,0.0,498.0,,,0.0,88.57,,,0.0,0,5.0274,0.0848,-0.0848,0.0,30.6,12.8,-12.8,0.0,0.03013,0.00205,-0.0028699999999999997,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5204.0,126.0,-126.0,0.0,0.79,0.06,-0.06,0.0,0.88,0.07,-0.09,0.0,-0.02,0.3,-0.3,0.0,[Fe/H],4.59,0.04,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m37.91s,284.65797089999995,+42d39m09.63s,42.652675099999996,661.876,10.066,-9.773,14.899,0.172,-0.172,13.497,0.027,-0.027,13.01,0.023,-0.023,12.961,0.032,-0.032,14.9538,0.000557,-0.000557,2019-04-16,2019-03,2019-04-18,2019-03-01,503.7501126507542,0.0009078169000000001,1.26,,1.0
2463,Kepler-559 b,Kepler-559,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,17.58753942,1.729e-05,-1.729e-05,0.0,0.1277,,,0.0,3.43,0.18,-0.158,0.0,0.306,0.016,-0.013999999999999999,0.0,,,,,,,,,,0.0,,,0.0,42.54,1.99,-1.89,0.0,706.0,,,0.0,89.81,,,0.0,0,4.3773,0.0358,-0.0358,0.0,31.56,1.0,-1.0,0.0,0.03335,0.00075,-0.00035,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5437.0,122.0,-122.0,0.0,0.98,0.04,-0.04,0.0,0.95,0.06,-0.04,0.0,0.16,0.15,-0.1,0.0,[Fe/H],4.43,0.16,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m32.85s,296.6368878,+43d48m10.06s,43.8027948,776.708,14.957,-14.411,14.863,0.08,-0.08,13.429,0.025,-0.025,13.031,0.025,-0.025,12.977,0.027,-0.027,14.7424,0.000319,-0.000319,2019-04-16,2019-03,2019-04-18,2019-03-01,651.2377270058298,0.0011122225,1.28,,1.0
2464,Kepler-56 b,Kepler-56,0,1,3,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,10.5007712,0.0001312,-0.0001312,0.0,0.1046,0.0037,-0.0037,0.0,5.393,0.308,-0.26899999999999996,0.0,0.48100000000000004,0.027000000000000003,-0.024,0.0,32.0,11.2,-0.5,0.0,0.10067999999999999,0.03524,-0.00157,0.0,Mass,0.0,0.01,-0.01,0.0,819.25,45.52,-42.67,0.0,1378.0,,,0.0,89.66,,,0.0,1,14.522,0.281,-0.281,0.0,5.617,0.231,-0.231,0.0,0.01192,0.00033999999999999997,-0.00021,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4912.0,98.0,-98.0,0.0,4.14,0.2,-0.19,0.0,1.38,0.16,-0.32,0.0,0.363,0.006,-0.006,0.0,[M/H],3.3,0.05,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807000000004,912.994,23.5465,-23.5465,12.598,0.046,-0.046,10.813,0.02,-0.02,10.33,0.02,-0.02,10.227,0.018,-0.018,12.4298,0.000169,-0.000169,2018-09-04,2018-10,2018-09-06,2018-10-01,1364.2510381766583,0.0001420864,1.15,3.073876711111709,1.0
2465,Kepler-56 c,Kepler-56,0,1,3,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,21.4054422,0.0001196,-0.0001196,0.0,0.1681,0.0059,-0.0059,0.0,11.050999999999998,0.555,-0.835,0.0,0.986,0.05,-0.07400000000000001,0.0,137.6,44.1,-0.3,0.0,0.43293999999999994,0.13875,-0.0009400000000000001,0.0,Mass,0.0,0.01,-0.01,0.0,317.21,17.62,-16.52,0.0,1087.0,,,0.0,80.4,,,0.0,1,11.721,0.368,-0.368,0.0,5.66,2.6,-2.6,0.0,0.02443,0.00021,-0.00145,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4912.0,98.0,-98.0,0.0,4.14,0.2,-0.19,0.0,1.38,0.16,-0.32,0.0,0.363,0.006,-0.006,0.0,[M/H],3.3,0.05,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807000000004,912.994,23.5465,-23.5465,12.598,0.046,-0.046,10.813,0.02,-0.02,10.33,0.02,-0.02,10.227,0.018,-0.018,12.4298,0.000169,-0.000169,2018-09-04,2018-10,2018-09-06,2018-10-01,1076.160129553811,0.0005968249,1.15,4.853624517424113,1.0
2466,Kepler-560 b,Kepler-560,0,2,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,18.47760503,1.094e-05,-1.094e-05,0.0,0.0899,0.0031,-0.0062,0.0,2.208,0.185,-0.146,0.0,0.19699999999999998,0.017,-0.013000000000000001,0.0,,,,,,,,,,0.0,0.07,-0.04,0.0,2.46,0.25,-0.23,0.0,298.0,22.0,-32.0,0.0,89.60600000000001,0.003,-0.094,0.0,0,1.879,0.022,-0.022,0.0,69.1,7.9,-2.3,0.0,0.04902,0.00059,-0.0009199999999999999,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3569.0,157.0,-157.0,0.0,0.41,0.01,-0.01,0.0,0.4,0.02,-0.02,0.0,-0.25,0.06,-0.06,0.0,[Fe/H],4.82,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m49.59s,300.2066441,+45d01m05.66s,45.0182402,109.308,0.413,-0.41,15.66,0.2,-0.2,12.276,0.019,-0.019,11.671,0.021,-0.021,11.455,0.019,-0.019,14.7511,0.0004969999999999999,-0.0004969999999999999,2019-04-16,2019-03,2019-04-18,2019-03-01,319.3551743540117,0.0024029604,1.26,,1.0
2467,Kepler-561 b,Kepler-561,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,58.36201579,2.467e-05,-2.467e-05,0.0,0.2918,,,0.0,6.567,0.384,-0.298,0.0,0.586,0.034,-0.027000000000000003,0.0,,,,,,,,,,0.0,,,0.0,7.57,0.28,-0.27,0.0,446.0,,,0.0,89.67,,,0.0,1,6.3363,0.0508,-0.0508,0.0,69.6,20.4,-20.4,0.0,0.06741,0.00251,-0.00101,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5408.89,109.23,-109.23,0.0,0.93,0.04,-0.04,0.0,0.94,0.09,-0.09,0.0,0.28,0.013000000000000001,-0.013000000000000001,0.0,[M/H],4.48,0.07,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m59.31s,293.7471107,+45d06m25.91s,45.107198100000005,621.378,9.335,-9.335,14.427,0.08,-0.08,13.061,0.022,-0.022,12.69,0.017,-0.017,12.585,0.023,-0.023,14.3316,0.000306,-0.000306,2019-04-16,2019-03,2019-04-18,2019-03-01,422.9744655189363,0.004544108099999999,1.15,,1.0
2468,Kepler-561 c,Kepler-561,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.35015554,3.8e-06,-3.8e-06,0.0,0.0593,,,0.0,2.431,0.12,-0.106,0.0,0.217,0.011000000000000001,-0.009000000000000001,0.0,,,,,,,,,,0.0,,,0.0,183.17,6.89,-6.64,0.0,989.0,,,0.0,89.98,,,0.0,0,2.2647,0.0215,-0.0215,0.0,18.507,0.45,-0.45,0.0,0.02495,0.00049,-0.00022,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5408.89,109.23,-109.23,0.0,0.93,0.04,-0.04,0.0,0.94,0.09,-0.09,0.0,0.28,0.013000000000000001,-0.013000000000000001,0.0,[M/H],4.48,0.07,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m59.31s,293.7471107,+45d06m25.91s,45.107198100000005,621.378,9.335,-9.335,14.427,0.08,-0.08,13.061,0.022,-0.022,12.69,0.017,-0.017,12.585,0.023,-0.023,14.3316,0.000306,-0.000306,2019-04-16,2019-03,2019-04-18,2019-03-01,938.1100028912566,0.0006225025,1.26,,1.0
2469,Kepler-562 b,Kepler-562,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,18.0093215,9.47e-06,-9.47e-06,0.0,0.1333,,,0.0,6.0889999999999995,0.57,-0.45899999999999996,0.0,0.5429999999999999,0.051,-0.040999999999999995,0.0,,,,,,,,,,0.0,,,0.0,67.44,3.56,-3.35,0.0,658.0,,,0.0,88.73,,,0.0,0,4.9611,0.0502,-0.0502,0.0,24.87,6.5,-6.5,0.0,0.05176,0.00268,-0.0013599999999999999,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5597.0,122.0,-122.0,0.0,1.08,0.08,-0.08,0.0,0.99,0.12,-0.12,0.0,-0.12,0.3,-0.3,0.0,[Fe/H],4.36,0.04,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m28.70s,290.1196007,+46d16m25.46s,46.273739299999995,992.769,22.951,-21.958,14.908,0.172,-0.172,13.576,0.021,-0.021,13.215,0.023,-0.023,13.12,0.027,-0.027,14.7427,0.000411,-0.000411,2019-04-16,2019-03,2019-04-18,2019-03-01,730.751256591817,0.0026790976,1.15,,1.0
2470,Kepler-563 b,Kepler-563,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,22.18431103,2.295e-05,-2.295e-05,0.0,0.1418,,,0.0,2.998,0.239,-0.207,0.0,0.267,0.021,-0.018000000000000002,0.0,,,,,,,,,,0.0,,,0.0,18.74,0.73,-0.7,0.0,546.0,,,0.0,89.97,,,0.0,0,3.0397,0.0322,-0.0322,0.0,57.72,2.2,-2.2,0.0,0.03565,0.0008699999999999999,-0.00032,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5040.89,104.57,-104.57,0.0,0.79,0.06,-0.05,0.0,0.84,0.1,-0.06,0.0,0.161,0.013000000000000001,-0.013000000000000001,0.0,[M/H],4.57,0.09,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m47.08s,292.4461832,+46d17m23.12s,46.2897548,565.207,7.512,-7.512,14.901,0.08,-0.08,13.358,0.023,-0.023,12.831,0.017,-0.017,12.773,0.03,-0.03,14.7389,0.00038199999999999996,-0.00038199999999999996,2019-04-16,2019-03,2019-04-18,2019-03-01,530.557645302547,0.0012709225,1.28,,1.0
2471,Kepler-564 b,Kepler-564,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.75083342,8.4e-07,-8.4e-07,0.0,0.0484,,,0.0,4.627,0.359,-0.322,0.0,0.413,0.032,-0.028999999999999998,0.0,,,,,,,,,,0.0,,,0.0,389.4,17.47,-16.72,0.0,1129.0,,,0.0,90.0,,,0.0,0,1.9457,0.0124,-0.0124,0.0,15.393,0.384,-0.384,0.0,0.04442,0.00055,-0.00021,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5582.29,60.89,-60.89,0.0,0.99,0.07,-0.07,0.0,0.99,0.09,-0.15,0.0,0.29,0.057999999999999996,-0.057999999999999996,0.0,[M/H],4.44,0.04,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m21.21s,296.83836610000003,+46d37m35.01s,46.6263912,863.037,14.8155,-14.8155,14.883,0.172,-0.172,13.55,0.024,-0.024,13.164,0.024,-0.024,13.09,0.03,-0.03,14.7194,0.000393,-0.000393,2019-04-16,2019-03,2019-04-18,2019-03-01,1132.7632927244645,0.0019731364,1.15,,1.0
2472,Kepler-565 b,Kepler-565,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.2437395,2.54e-06,-2.54e-06,0.0,0.0501,,,0.0,3.16,0.93,-0.31,0.0,0.325,0.045,-0.024,0.0,,,,,,,,,,0.0,,,0.0,301.46,260.03,-81.76,0.0,1063.0,,,0.0,89.82,,,0.0,0,3.3603,0.0234,-0.0234,0.0,9.9923,0.0845,-0.0845,0.0,0.03431,0.0005,-0.0002,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5873.0,158.0,-158.0,0.0,0.84,0.25,-0.08,0.0,0.93,0.11,-0.11,0.0,-0.3,0.3,-0.3,0.0,[Fe/H],4.55,0.04,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m28.34s,283.6180825,+47d11m48.41s,47.196779299999996,,,,15.231,0.172,-0.172,13.899,0.026,-0.026,13.52,0.027,-0.027,13.492,0.047,-0.047,,,,2019-04-16,2019-03,2019-04-18,2019-03-01,1062.5456658558633,0.0011771761,1.28,,1.0
2473,Kepler-566 b,Kepler-566,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,18.42795886,5.245e-05,-5.245e-05,0.0,0.1247,,,0.0,2.161,0.365,-0.21899999999999997,0.0,0.193,0.033,-0.02,0.0,,,,,,,,,,0.0,,,0.0,16.88,0.65,-0.62,0.0,526.0,,,0.0,88.81,,,0.0,0,2.9264,0.0637,-0.0637,0.0,34.9,14.6,-14.6,0.0,0.026289999999999997,0.00427,-0.00242,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4889.31,57.74,-57.74,0.0,0.76,0.03,-0.03,0.0,0.8,0.04,-0.03,0.0,-0.375,0.055,-0.055,0.0,[M/H],4.58,0.05,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.07s,291.5544735,+47d48m51.97s,47.8144362,564.277,8.5675,-8.5675,15.217,0.08,-0.08,13.508,0.022,-0.022,13.089,0.022,-0.022,12.929,0.025,-0.025,14.9644,0.00040899999999999997,-0.00040899999999999997,2019-04-16,2019-03,2019-04-18,2019-03-01,516.8723389650337,0.0006911640999999999,1.26,,1.0
2474,Kepler-567 b,Kepler-567,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.54300162,4.548e-05,-4.548e-05,0.0,0.1229,,,0.0,2.052,0.16399999999999998,-0.157,0.0,0.183,0.015,-0.013999999999999999,0.0,,,,,,,,,,0.0,,,0.0,26.14,0.92,-0.89,0.0,611.0,,,0.0,89.41,,,0.0,0,3.8516,0.083,-0.083,0.0,31.84,6.4,-6.4,0.0,0.02437,0.00063,-0.00085,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4960.0,122.0,-122.0,0.0,0.85,0.06,-0.05,0.0,0.82,0.05,-0.07,0.0,0.28,0.15,-0.3,0.0,[Fe/H],4.5,0.05,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m41.43s,297.67260719999996,+48d18m08.44s,48.3023458,558.81,6.355,-6.216,14.827,0.057,-0.057,13.267,0.026,-0.026,12.789,0.017,-0.017,12.724,0.029,-0.029,14.6694,0.0005679999999999999,-0.0005679999999999999,2019-04-16,2019-03,2019-04-18,2019-03-01,576.5892966753556,0.0005938969,1.26,,1.0
2475,Kepler-568 b,Kepler-568,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.02346978,5.6e-06,-5.6e-06,0.0,0.0794,,,0.0,2.5069999999999997,0.28600000000000003,-0.233,0.0,0.22399999999999998,0.026000000000000002,-0.021,0.0,,,,,,,,,,0.0,,,0.0,8.37,0.85,-0.78,0.0,429.0,,,0.0,89.03,,,0.0,0,1.4814,0.0241,-0.0241,0.0,42.6,17.6,-17.6,0.0,0.04197,0.00464,-0.00372,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3640.0,157.0,-157.0,0.0,0.54,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,0.2,0.15,-0.15,0.0,[Fe/H],4.7,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m25.47s,298.1061315,+48d24m05.92s,48.4016448,130.645,0.497,-0.494,15.216,0.152,-0.152,11.804,0.022,-0.022,11.163,0.015,-0.015,10.963,0.021,-0.021,14.2513,0.00044699999999999997,-0.00044699999999999997,2019-04-16,2019-03,2019-04-18,2019-03-01,433.73207999878224,0.0017614809,1.26,,1.0
2476,Kepler-569 b,Kepler-569,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,34.18897038,5.486e-05,-5.486e-05,0.0,0.1981,,,0.0,3.014,0.146,-0.129,0.0,0.26899999999999996,0.013000000000000001,-0.012,0.0,,,,,,,,,,0.0,,,0.0,19.31,0.61,-0.59,0.0,526.0,,,0.0,89.93,,,0.0,0,5.3278,0.0482,-0.0482,0.0,50.37,1.8,-1.8,0.0,0.02938,0.00061,-0.00029,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5690.0,122.0,-122.0,0.0,0.91,0.04,-0.04,0.0,1.01,0.06,-0.05,0.0,0.0,0.15,-0.15,0.0,[Fe/H],4.52,0.08,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m01.73s,283.507219,+48d33m09.48s,48.552633,638.301,7.173,-7.017,14.244,0.195,-0.195,12.923,0.023,-0.023,12.583,0.021,-0.021,12.513,0.024,-0.024,14.0822,0.000246,-0.000246,2019-04-16,2019-03,2019-04-18,2019-03-01,534.5468182657823,0.0008631843999999999,1.28,,1.0
2477,Kepler-57 b,Kepler-57,0,1,2,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.72932015,5.24e-06,-5.24e-06,0.0,0.06,,,0.0,2.53,0.374,-0.16,0.0,0.226,0.033,-0.013999999999999999,0.0,118.1,24.1,-25.5,0.0,0.372,0.076,-0.08,0.0,Mass,0.0,,,0.0,124.35,4.7,-4.49,0.0,850.0,,,0.0,88.9,,,0.0,1,1.1816,0.0247,-0.0247,0.0,31.0,12.2,-12.2,0.0,0.028089999999999997,0.00396,-0.00131,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5170.32,112.85,-112.85,0.0,0.84,0.04,-0.04,0.0,0.88,0.06,-0.1,0.0,0.11699999999999999,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.53,0.03,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m33.92s,293.64131460000004,+44d39m25.45s,44.6570692,644.14,8.6285,-8.6285,15.017,0.126,-0.126,13.437,0.024,-0.024,13.022,0.022,-0.022,12.897,0.028,-0.028,14.7738,0.000286,-0.000286,2019-04-16,2019-03,2019-04-18,2019-03-01,851.5332837572453,0.0007890480999999998,1.26,0.44320804338272524,1.0
2479,Kepler-570 b,Kepler-570,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.30168401,3.13e-06,-3.13e-06,0.0,0.0497,,,0.0,2.256,0.44799999999999995,-0.172,0.0,0.201,0.04,-0.015,0.0,,,,,,,,,,0.0,,,0.0,214.04,7.53,-7.31,0.0,1009.0,,,0.0,87.69,,,0.0,0,2.1055,0.0295,-0.0295,0.0,13.56,3.8,-3.8,0.0,0.02559,0.0047,-0.00088,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5363.89,39.7,-39.7,0.0,0.82,0.06,-0.06,0.0,0.93,0.09,-0.08,0.0,0.158,0.038,-0.038,0.0,[M/H],4.58,0.06,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m45.03s,290.4376111,+48d47m30.69s,48.7918597,568.148,5.2825,-5.2825,14.451,0.114,-0.114,13.07,0.026,-0.026,12.719,0.03,-0.03,12.605,0.032,-0.032,14.3288,0.000338,-0.000338,2019-04-16,2019-03,2019-04-18,2019-03-01,975.3576980565851,0.0006548481000000001,1.26,,1.0
